Episode Number,Chunk Number,Duration (seconds),Transcription
31,12,30.0,morr ten samtenpent mnee fahidinithelifhenede repanke heente katent adibeni tsa mokha o  lekatitlhapo htpt e monapen e khutjanyana e e re bona mmee ee ganke bere pithiya foyono ya gore batubale heentpahant bee lenpeba go nanwa gore  a ya nedi lokdawn redulution ke gore mntlebedifay ko godimo ee
31,13,30.0,apadnjebidinna le petlahe hephalaporelemoole enne kga go lebelekiala di neklatkaldmobirite ditsan ko ba itsanatemne ga relebelletse gape ehhaphalabiitika nelele betlhalithipa gore tdt peten ya batsba botlesheteba e npilepa botlalo neti tc yabaya batika ba hetelatlele mo onpe e lemonyi gare lebellefi eepenaheteo ee ketetheteo rya
31,14,30.0,na gore ke laelo mono ento keyonne eimpepepepa e rntlo ka morako mnee kgaoka kgonagore ksdepebathek bato ba tlhaleteta gore men ente e be tgayang gomne dipakija dia banfa gore lebaka le nenteya gore batho ba ganepapa ba thabe mo endo e ka leba aer bathabaditlamoragepa moentone ga ba plopatlhaloganya gore kanera gope gadine hobaka emneeg
31,15,30.0,palale muriana o me lomo kapapikharemelemo o me lomokuna dla mrahodipe re ka bona batho baabo  bipatih kapa batibakgone impia thata ne krethokayone kunuheten a kalelaphala bitikanele didilelibeitanape ne lihubrita aaakek neenpe o derkayabye fo araba ditepepepetle di nathiga kaotle abati banalen e ponatakatepo ene
31,16,22.61,a go laboga pontsopilane ka edi kgantsa go mpinotlhetsa kowid ukwile rarbogale ka moso di refela kialotlhaotlholesentlealbogamasomoamararomoragaura ya borobediponsopilane ena ke mokameri wa tlhlatsanokw oktee heth en h en tette
32,1,30.0,eketshedimosetso ya kofid nauitlisediwake motswedinyafemo ko nkabokamoosomadumele ko koladirage ne ke ko paore le mpoletse mme o wa tsapholo oo tsenamphakela o lebetsi dinalagage le mpoletseng mo gwene gore amotho o na le e sayati ausiano gore akagooo faksinanakhoisnekerejisti ke palwale ke go yakitshaba ka bak
32,2,30.0,orakitsetsnjwerense a gase na bothatalehankatlhabakopa gore le mpoletse ngenetswetsweka lekopa bagaejo emony ga dimosela le mmakobedi ka lerata bagaeje pae oetlaloganseketlhalogantse enan ke tlhalogantse poto ya morefi mnee e ke potlo e atika
32,3,30.0,to eka legilemekepote ebo e bo tlhokwa e go nne go nala batho ba banti ba ba nnang ka kgatelelo ya maikukowela riuaakayana depresion kaparduaka endaeky mne ga rul lebella gore baitana pebarenka batho ba ba helanka balete a maikuko kapa atlhaloganyo nenne entoga o bonte go na leee tinse mo entesekauetang nne m ha o maikot maiputla a ga go kapatlh
32,4,30.0,noya ga go eberkankaten mme gego file dipatlisitemoo dibekeng te hikileng tese di bonthang goree bati ba ba phelanka kgatelela ya maikutlo o penta gwa batuta gore ba fa nna balestrat kapaba thenegile khata mo maikuklong nne dipat tee emondi d di die dipeko the united states gwalebala gore  kgatelelo ya maituto kapabipekanelo bapatu ba maikutori
32,5,30.0,loganyo ka lebakala go enta go tsamayan lee beitanape balebeletsoba tipale  go bona gore go diragalang kapa me atra a bone leyone eyane enjaet ya bone eako dimo kapa e akotlati moragoga ba entab a gore kraitetatatapaseta go bono gore di le dipa tihtoten tamo afrika borwadia bonta gore batho ba banti ba na lekgatelelo ya maikutlo
32,6,30.0,malete a manti a tlhaloganyo a tlile ka lebakala go rrephilamoo lera borobolgolu le la khob  mme gwa bontsha gore go bontsa gore ga batho ba kiramo ento maikutlwo a bone go khenyega ka gore baka tlhokofala l bakala kowid  go ya kotlatinne dipatlisitotse pe di pileng mokgwebing e pipileng dibontli tse baitanape ba lebella kgatelela ya me
32,7,30.0,tlo ditekanelo batlhaloganyo ba batho go bona gore anna topatopa kga ba entile ba ba yakode gaklele batshwenyega ya ba nebatshenyegapele mme go a bontha gore  ga ntse baitanatle ba bota batho ba le  s bao gore  ba ikutlwa yang a aikuka enjaepidi kretian leditra ka bone yi le koodimo e moragoga ba ba bota difuto go bogo atlhatlha gore endaepidihat
32,8,30.0,imtreetsamapokamoragoga ba tramu ento ba ba buntepiliba tramuento ne morago gaba pe tutria ne go a bontlha gor tatatapa dilope thharope dia kotlati kgetolelo ya maikutlo gothoniga ka gore anna kitkletlhako pala dikothatega pape ba ke bara ntalatata kadirakame baagisani bame kayone kohid  ee ne mogare wa kohid  ae ka dira ga emme
32,9,30.0,maikutlo ao a yapotlate go nnebakesetse batlhaloganya gore gao o enta o aitireletsa mme okireleta lebao o bao ba ratang me goa bontlha gore batho ba bantsi ke ebitekanelo batlhaloganyo le kgatelelo ya maikutla bone e nna bepere kapae nnae nna e nna bonolo  moragogapatramo elpo ne beitanapebaare batho ba bantsi e
32,10,30.0,lege ba basabati ba ba tshabaklumgoo entiwa sentseba sentse bana lidithenygo mathenyega a manti gonne batshaba gore mo ente o kabaetla endiloteyalraite gor gomalbatlibabantsi babhba ba tshaballemao kapababatshabayan ba ba tshabang go thabiwa kapababa thabang gore ba tlhonyega ory go na le sengsefe ka diragalammo bone morago gaba kramo endo le bonne maiykgatsalelo ya maitikwa bone e hentse e le kodimonyana
32,11,30.0,ne gwa bonthatatatatadipattota gore mothogai bona gore ga tlwaloganya gore a ka selwale ka lebaakala mo ento kapa   go entliwa  mekukwa a ga ge ababehere ga gona fefe bontan gore onale kama go na le ne mokgwa omo ento okakao ka fetolang en mmel wa gago le maikutla wa gagomme kge bako
32,12,30.0,national hau tardite bako uke ba ntiten e pegelo batlhalosa gore go na le batsho ba ban ba ba bidkam gore bana le hebian mental elnet mme ga baetlhalosa ba ened et bako united kingdom gore sebian mental elet ke go ra goreare batho ba ba phelankamo malepe a tlhaloganye a tswanale dipetrinia baephola kapamalepe a tlhalogane a etan gori e
32,13,30.0,baibikaaka tshwariditab herbiet fantional inperment ke gore ophela ka bolwetse o na le bolwetse batlhaloganye bobogo bo bogo amang thatsa gore o pallwa le kogosa diloto die tsang ka lesatsi le letsati mne go a bonsha gore publik health england kapabaitanape le putlo ya ingland leyone e ba ibitang bbaia ke gore ki winak yonen a ministerial adwiser kommity e thanaleya runa nare ya ko united kindom
32,14,30.0,e bonelo gore khut yame kapabat ba ba pelangamaletsatshwana lebokutufinia le bobephola ba buzue le dinyaka ka bone epeli ba kramo enta ga bana le maphenyego ka gore ana mo ento o o ka ba ana  ka mokgomong mme ka nako ya gore ko inglandi nko england gananetetsebatsimoluto le go kradibutta jot babua tatatataka gore gokannaekama go kanna le phetogo gomne ke
32,15,30.0,tafod mme ga o kiratelanb lemaola le lengwe la jonson kapa le amabedi a sese gago bonte gore ee naikutla a gago le bitekanale bathaloganiba ga go bahetoga ke moento ke tonetakajeko emonposo ralebogatlhe ka tsapa ya goreotlal emoret gutule sentle e bilere tlatswalapelefela ialo re baruta re ba thusa ka dikarabotsee tsa dipotso tse bonaletsonara lebogautwa ponsotlho lesentle
32,16,2.65,emannhelalemaakobedi lbaretko gae
33,1,30.0,eketshedimosetso ya kofid uitlisediwa ke motswedinya fem konkabokamooso sooee re monakong nyebilego mpiene rsse re botsa motsa difa ka goraakgo nno go bonaphatlha kwa ngwana yan skoloteng re bata go botsa ka go re raiti gore  mo ngwageng kgotsadingwa tsepeditse difitilen dithuleganya tsa dikolo di nedifarologany ka ntlha ya kowid ba bang ba neba y beke e ba ekhutsa bekelatelang go refosaanywa kialo dialo ga twin
33,2,30.0,lefaphalareng la thuto managayaronaka dithulaganyo tsa go ya kwapele ntse re lebedisi dintlha tsotlhe tsa kohid  eman ka ka nakoya ikikihi e a go he felutule gore   tona yata thuto mme endimotsakatsaba athere dihwana le  go tlhalsaherec go diragala ya nne gakibua le baitsanape ba tsa thuto lega ntekukela mo dikgankgo go diragala trabona tattata le baitsanape ba tsa pholo
33,3,30.0,akena profesa shabviurmaadi o vellen profesa kapa e lee moteleipilibinia tatlofi ha snseskobe unibesity a tlalotsa gore go bonwa ena ga lebelelesi ja ka mmotho o vellen itanapewa tam mogare o kohid nen ka mokg omogaro o o phatlhalankateng o bona gore kanako e dikolodikaboela go peletse a karnerditlaetsipile go nne
33,4,30.0,gwa bonwakanakwe gore dithwatlegothete bia potlathe ripile moluon labo la bobedi nne gape  ga lebeletse gore  dikolonkebe ga ditlobula  go simolla ka moto dibula ka botlalo gonne po re nentseng mo leroborobolegolu la kowid gwa bontha gore goka gwa dumelega go agona koti ne go tiane ga bana ba ka boelatolong ba botle ka nako ee
33,5,30.0,mme gore lefaphalabitel lepaphala thuteletwetang reko utla dikgantseo mo mankgatelenyanagemme endi mo thega areblela gore dikolo ditlobulayang e einnelao e le faphalabitie la thuto letayan ne le gorethletotee le faphala thutso etlo bitayan di dipere ka mabaka afen abautweletse baipanapet ba tta kowid  bautwele ana bautweletsele ba kopanelel
33,6,30.0,gathala mtikamelo gore ba bafe le maele a gore dikolodi buleka muka ol ontinsitle oten mokoting o tlotsenyambana baruta bana banaba sekolo le botlh ba ba berekang mo dikolong  mo mathatenkapa mokotin ya gore ba shwatsega ka kobed rebone gape ga re lebelako mafatsing a manbo mafatsi a go thanaleng ga re lebela go thanale mafatsi a a thana le bo use
33,7,30.0,ga dikolodiboela go bone ditshatego dia kodimo mme bethatabako usa ke gore go na le  hagona ba tabantitatatetababa ntiuan mme go na le dikolo tse dintsigapetse difa te di dunalang gore bana ba tsekolo le ba rita bana ba sa apara dimak kgabalekopeng fe tlhe botlhwaka  mo afikha borak gore ga gole koskolong go nale disanekhaisa bana ba ka tlogana ke bone pe ledc
33,8,30.0,kolo ditswala mongongwagong o fipileng ne go na lee nekele koor deben ke feta sekolo sisene assembli ba tsenale mo dikhaputin go na le babang ba ba tsenang ka mo tlasaniiti enthunthunkle gore sekolo seoga mediklhaloseto ke gore bare nebafokutsa bana ba ba lemokhaput eleng me ge gapeba lemogilo gore go botlhoka gore go mne le mowa o tamayang e yone ka thwaribitang betilation gore  dua
33,9,30.0,atlhaphepa a bulege diletseialo nne ge mo dikolonpeding tle di nang le neriti entsentsentla gore bana ba kgonoya kwa ntla ka ditafole se terebon gore bae tayalo ba fokotsa   bana ba ba le mophapusinka gore dikol tlwa se engwe e klatanelwa kwa ntlee gontsentlefela ledithakbopedile kwantleko mne ke ka lebaka leore bona gore fa fe butswanthatake gore go tlo berkayanko dikolong tse bitletseng
33,10,30.0,rait rr go na le dikolo pe nintipe go na nle bana ba bantlimodiphaptin nne ka nako eyanae a ile go bonolo thata gago fa ga go fani dipula le ga go fu maruru gore bana ba kunoya kwa ntle nne go thogala tlala gore adikolo   di dididi mabati dikgoro lee difestere ditlo buluwakanako e yana ne mwitsanapewa ta thuto e e lentehesa mermekhap ke ga bua aree
33,11,30.0,o bona gore ke nne goboele  dikolong gomme rotation system ea gore ngwana o tsenaka matatsi a o tlaka aman ga ithusi bana go re ba kgo me ithuta mme  thuto ya bana ilekotlasi ka lebakala rotation system e kga go tlha lofaganane baitsanapeba tsa thuto ba ba tlelganyambare gagona bae ba dimelanale baitsanapeb ba baiekane ba baitekanalo gore
33,12,30.0,ka nako e yana diga gonakotsi ekodi motlhata ya gore bana lebaripa bana  ba boele dikolong ba ka ka botlalo gonne gwa bona gore thuto ya bana mokgwa bana ba ntle ba ithutatateng moo dingageng tepedi te sipilentse  gantse go ka nnafeng khatanne go nne re boele ko dikolong hehe bo tlopagape emante tle benna putle le tsehuka mme entbukaga abuakasenakasetu ke gore a
33,13,30.0,hananong go lebeletse gore ke bana ba ba fetang sdd ba ba seseba kreile mo ento mme  ke bana ba ba thanang kikolo stns eo ke na ke k ke palo ya bana ba ba seseba entilwe ke gore ba kreile mo ento o le mongwe kapababan titb kirile moento e le mebedi markabunt ba bona bakirile moento o le mongwe go nna gaoka go pola ge me ento e fimula mmo banengbadingwagatse thap
33,14,30.0,n neba sa dimela go kramo ento e le mebedi mme ke goneka nako e fidimntlhole ke gane kennoba e ne lepaphelabitekano le bua gore basa kramo entowa bubedi mme ka lebakalelepaphelabi la tshutolare setsele lebelletse ditlholaganyo tsa goreja meento e nengwe ya bana e go nokrewa koo bikolob e baka bona gore leaona mmoento wa kobid  ba ka bona go re baetayangr
33,15,30.0,bana ba gono intiwa koskolon ee kgaoka go pola gore bana l go na ledi mananeo a mantea gore bana ba entiwa kosekolong ne ka nako eyanae lefaphala thuto le lebelletse thulaganya ya eo ke solotala gore ka mamosorka go ne buaka gore mme ent ne kaga anna ore le lesedi ka gain ena gonne ke botlhopa e batadi de ronabatbabotlhereba tuutan gore go tlo dira galan ka miento
33,16,30.0,anolamoempela bana mme ga banaba ban bana ba sekolo ba bantsibaka entua le koti ya bonaya go tshwatigabale kodikolong e tlo yakotlatlo kitanetaka jeko emone mme ke yabuakatwana gapeta mamoemapeleemane ee pontsokibatle go re tlompoletsepotso e nwya go e baitsana peba bongwe baonan le boneka k a mme gone gwa kgonega gore o tla enta  go feta pedi meentwe mebedi ka gore kentse ke lebeletse kganyakako india go nale monna monwadingwa gdi
33,17,30.0,msome a robedilebone are oonile o entile em tweh doses tsa kohid  go tloga ka februari ngwa ge o fitile go fitlela ka fo tsa janeware tese are mme seo se kgonego ka mothusa malwetsi a farologane gore a kgonegoka go ka folayahilakitabu ka ka yonenen ha rarabalea g ame lenana lamo entoko dikolon le todira gala kekayaraba ka mmamo kamyenanoralebogaponso tla ra senteter tlawisalena gape ka mosomomso
33,18,10.36,telahente eman makobedi lee aor lemotela le bareomolebeetsi danki lenanantebetsethantele kya leboga kya leboga kya leboga pontsho
34,1,30.0,e ketshedimosetso ya kofid n noitlisediwa ke motswedinya fem konkabokamoosoo taramogela moijanape wa ditlhalatsanotsa boitekanyaloponsopilane dumeela a kombarelele gore letsogole le nteng ka go go itsifela gore bana ba rona ba tlape ba entiwa le bonak le lentsinjangenya e monkeri e bona go penke go le botlhokwa gonne o na le dipototedinkpeditonko barepi le bat babatlo tlhaloganya gore tota tota go diragala
34,2,30.0,ne sanjantene ke ba tle sibuaki goree mabani e ne e le lesati la ntlha la gore banaba entiwe me gape e me le letatila la bofelo la gore ga o batla gore obo entilwe ka botlalo ge dinapota ferte sisen di kona nke bokirele mo ento wa go wantlha mabani ede o ya moragwamalati a le ty o boya o boyena matlatamabedi go ra rekadi hek kinkasedimonthole nkobo e o le eneridikang tui
34,3,30.0,nne kirkweka lebagudi babt ba botle baditinba emtiuu gore ga batooja thehutusini le dikretmuttsaago monate e ya o entaka peke e gore o bona gore o enpileka bokalo ge nako ya ikresmt ifitla ne ga re tenamogannyakajepo ya gore bana el moentorek hore ngwana wa ntlha o e bana ba ntlha ba e ntile mabani mo garadingwagadilikhab h mme gape ka nako e yanam
34,4,30.0,batlho ba bantu ba ipota gore go ren e le mo ente o le mongwe re bona  runab  bat ba ba yan  ba ba se molankanyagate e go ya koodimo la kramienpe e mnebedi nne ke kalebakala gore dipatlisisetse ne didiragala   koo  uke go bone gore gonale miokhavdaites ke gore ke inflamesen ya mhifa ya pelo nne ke ka lebakale go perenthaepa ya gore ka na ko e
34,5,30.0,gore go bonwe gore banaab bana ga ba mokoping ya yone maiokadackiti eo go piwe mo ento o lemong gomne maiokadaikiti eo e ne e tla khata kge bana ba tri ba kirile meento e le mebebi mne kanako e ga bo lebelleti dipatlihithota dikinka edkilenkamafateng a mao go bona gore khotitheteya gor ktue mo entle o le mmongwe enne a ga a ka nekibua lemaloba e mgon go bona gore
34,6,30.0,aka ke moba ke moba ke mobaneng ba basimane le  ddithinija tabatlhaba basimane ba ba boneng gore ke bonekare batreile yonamay kadate le ge sa nne sebaka kwatlhalosaba baisanape batlhalosa gore hase sebaka mme tela la rebatla go nne ke bana go nne ga go batlui gore muu go nne le motho o nanledi ee itlamorago tsedihin tebihannan tenk
34,7,30.0,gotere kala tsheteya gore go hiwe moentlo o lemongwe ne kanako ebatad a he ke menyetela abadrikhomiti yadi ya me entlo ya kobed  ere ditankabo kabukhutanyana reki dinek e emeefe go trea  ditokomanetseding gotwa koo e o kokoko ko haesa go bona gore anna go na le dika moragopeding ko di ka bonang ke batha ga bakramo entok mne go abontlha gore
34,8,30.0,raite go re tetse go bone gota koo jon harten medisen gore batha egaba lwa lekapagaba gatailwe ke tshapego ya kowid  khatla jjaaka re bonamoo bathomaba fepang dingwa gadile etin go ya kodumo nne ge kgape gwa bantlha gore   a bantifenkefela nne o hente go le botlhopwa gore ba e nkiie
34,9,30.0,omne e ko bontla gore etshatsego kapakamano ya mogare wa kobid  e tlo ya potlatsi baitsanape batlhalotsa gore botshatsatakanako yana le ge banaba sa gate le moo mommeleng bothatsakapa  fe baitsanape ba se lebeletseng ko gore bana ba ka tlhwapegakapa baka fitita  mogaro oo ko ba himmabang bannanle bone emnee
34,10,30.0,ga basalwale pone ka mommeleng wa bona le gabapherd kohid  baka thatsa batho ba bangwe ka katsamogare o e di go nna re bona gore ditlheto dia pobimogapemme gare lo bellopelidipattsa dipanko us pensas for disease kontrol and presentionn adgwa bontlhwa goretitlhata gope ditwa mo baneng di diragalakoo bukolong ka bontsiba yone nne ke koyone
34,11,30.0,ano e di go bona gore thatego ya kobimo me gwa bontlha gore bana ba ba enkilweng tshaetlego okapa bokgoni ba gore ba tshwaetse bana ba bango ba tshwaepane e ko tla sethata   garelebeletsi leba bana ba ba sa enkiwangme gwa bontlha g re batho ba ba enkile hehembana fel gao enkile u isa tshwaepego kapabokgoni ba go tshwaepa batho ba bang bo tlase go ra gore le
34,12,30.0,ka mano kapatshwatego ya mmegariotle e e a ko tlasika lebakaleo ne ke fonete senery lebelle yalo nne e man ya bofalapo gore rieme tsuguka gore anaa moente o lemongwe ou o tlothutla bana o tloba tshwatega o tloba o bat bapireleta kamanwo ya mogare ka nako ee henterene tgupa baitanapebareng mme e go bo tloka gore bana ba entiye go nne ga ba enti
34,13,30.0,bae a ka go tloboela skolong mo dingwage hao totlan go tbona ditshatego di sa nnadintsi di lekotlase ja kare batla go bona ditshatego tsarona yekotlasi nneg kajeko ki le tatsilantha ope re bonang ditshatlego di le kotlase thata mo dikgweding te seetin tsefipilengtse re batlonnamo go linyana ritle nnafo relintenfa ga bathe ba enkiwa garekohitlhafa re bona ditlhatsa godilekotlafe ga re fa enpe
34,14,21.19,bana bagolo bagudi batho ba botl ki twanetsakajeko emon ra g leboga wanaponsopelaneregutwilergoreditseka dinakotsotlhe e bilereitsalaka tsebeman baya danki baya danki tlakopanna gapekamosmomosongakira ko leboganna emon mohela eele maakobedi le barekikogae likhelehent re lebogiile ba ya dankee
35,1,30.0,ee ke kgatiso ya motswedinyafem konka mo kamoso e a kompolela gore  kgannye ya mo entole ditshwanele   a gona go dira gore go enta go nne mo molaong kgase o gataka ditshwanatsa tsa motgotsa ke gone abing e manke kgan entse e e e batwa bant ya batla e fekehekiwemnee rebone le go re batsat afrikan haus ark dfar
35,2,30.0,an yuman rights kommission hrf e bule gore  o go enpiwa ga batho  kapayone patelepe ya go empiwa kapa goetsa go enpiwa ga batho mo molaong ga re lebeletse melao ya ma afikha bora leyone konstituton ya rona ga e bontlhi gore gokaetiwa yale mme emon le ga go leyalere go pole gore yonekgany e ya goetsa go empiwa mo molaogat kany e nthathatatatak
35,3,30.0,bona ekare ga go buaka yonoralebalale gore bana ba sepaolo gore ba kgonokwadisiwa ko dikolong ga ba himulla ka kred ar kapalekokghese ga basmulla le yone kred  go tlhokega gore bafa maekoskolong ka karaperibisanyone ke ro tu haush ennang le go bontha gore ecc ba enkile len kapa ba krele ni enteyetle ya bone boo e ne entetshanale riditanya mnr mamt miket ribela
35,4,30.0,go bonsha gore raite gore ya bodijiken portelialo nne la gwa bontlha gore go entiwa go  gany eya gore  me tsa yetsa go enpiwa mo molaongafe  haneswesi sa ntlha ne sat afrikand uman rahts kommission yare tlhalosetsa gore  e ka sebentsi e le yone kgateko ya mm e go gataka ga ditshwanelotabatho mme geri khopolehela gore ga re nebela modilope ka bipekan
35,5,30.0,elo gore kga o ganago a ka reka bona ke batlobua le ka kgany ethilenkoo  bet unibesiti e bontlan gore bare ba ba tlwetsa gore batho ba batho ba ba boelanko goskolong baithuti le barita bana le batho ba betlhe ba ba berekan ko yunibesiti e enne bone bal ba ba ba entilenne bar kgao tsa enta tlhao o tsa batwe go enta jaaka e le tshanelo yago gore khaobatse enta o tlaloganye gore batlo ba tla gore u oetakh
35,6,30.0,ekelibeke mme go na ledilo te dinte di kotlan tlha o gana go omtamme ke fanefeni ka batla barefi batlhaloganyekadipo gore e man gore gafe go re ke patelepo ya moentomme ga o re wena jaakamotho o bereka koberkanten tapa o o dura koberkanteng o y o o tanapekolokoo ko tananpekolopeng tgao gana go enta kapa oo o ka batli go enta o tlaloganya gore go na leme lao e ka beiuan
35,7,30.0,go bontsha gore go go thirela gore oo kgoma go tlena moo e akariuainbehte gore ba ebeletse biitekanele ba batho ba betle foo harka go pola gore mo enta oberkayan nne o thusa gore kamano ya kuedmenten ee kotlasenne gar lebela legar ledelafe uman riht komission e uankajjane e re gore bo gapella mo ke gore a enpe
35,8,30.0,gafe go panetsana lekonpitutn ya rona mne ee ka kogwatshelebare ebri rid kamdweth responsibility mne ka nako e motho o ganango enta a tlhaloganye gore go na letsefeng ditlamora go dikoka ya karebeniko in betsithitetsebare gaw fa ba tu enta go tsiana oka khonon ako dire o kapakoo dihoteletsa yunibesiti mme ga o tlotla go ithutela o go bereka   ka hebili kotenta
35,9,30.0,o tlotlhata gore oepakhothet peke lebeke ke go thalota gore eya ke ditlhanelotsagago gota bapeletsa go entiwa mme ge go na le ilotsotshonoitelemaka maikarabeloka tsone gore o kgona go   dikotidisanna mo ba tumbabang ba ba ba enpilengmme yon ae hmpe aatlhatlhua kgantiti ka bofelefe ke batebuankatanaretlae a tlatla gape ka mmamoseumone ke gore goe go thename
35,10,30.0,go enta momolaong gatsehilethan e hentjha hariboni la ntlha ka yone bleroborobolela kowid mme gabar fadi kapabat ba mo nebaileskolombakagopola gore kgauzifa ngwanahkolon nkolo sibata rutuhaus ebanfa gore ngwana o trilene entlo yookge khanelemlil yakhotlhola a nna le dingwa gapehupa mme go abontha gore ga fe papelete mme ke publik halfh awenas kapapethi protokoldne
35,11,30.0,k ikhaloganya yalore fa ekhaloganya gore ke go kgataja ka mn klhanelepamotho ekannabik ke tanetakajekwe emon ralebogape taekel itimelettselaga gautla tlakopanagapelonaka moso  ke kopafela ntirile molemoo senkanaka sepe panthoen emana otlentyoheletseneekakakae asplei potlakiheletkwayoleboga watyantyork gakoke gat
35,12,23.86,ynong mo nagenyarona kobid eei  o bona o fokotse le gai ga witumela okete ka go bdenfokotswe yokthata ka kyaleboga tlholesentleoka pontso lathentle e montlhalathentamekelele baritpo ga t rale bok
36,1,30.0,rekitshedimosetso ya kofid  nauiklisediwake motswedinya femo ko nkabokamoosoeel nere ba tlagwits rman ee ya tlharra oitsi gompire r totilematusetsa a go tshwaediwa ke kowid n ga barutile baeteledipelikwa dikirekeng ka ntlhaselo seskwa go dimo sa dintsho mo afrika borwa tlh eeeeeeikini totanee ttagane  wonagoreretanterablaakane go nne ttaki kha morkoduninmekortitm
36,2,30.0,k o bumeditsa ke di midta imwon mosela le kwa kona dirage ga mmogo le bareti ba mo tibinyefemn ee mogaetu felo tsa bintu fetlokwa hodimo moafrika borand setlhona mathetsia gore ba rutin ba goge le baetedipeleba dikireken batshwediwe le go tlhakafanakanta ya kohid n a fa batseletego gomo ta natpafalelan ne bo tanantyapirlphithonmme tetekepebepede gorengo kort ya go re baruti le baekedipelenar
36,3,30.0,ke baaka tshaepegang le go anamisa kobid nanten go malapa bonam gorpa go tlhokafat ka tenpedyakotutlhin barupi y baikebipele ba ikerakeng ba fanagani dipio ee tola ya go gomotamaloko aa tlhopagalekeng de go tsamaisa perlekhito tsa bao ba tlhokafeting kaneka ya kobid mntin mordmong u rilejany ae kofid n gaitkukikiro e reidirang ke dile fa batho ba tlapafane batlhoka ditirlophitso ke dinyaneheritin
36,4,30.0,le baruki baliten gudiperiaped bortomonyemota jana aryn tiro ya rona e na ta gorere tse tleke manokoa rona fa bale mokkebitlokoni le fa konye monakunyga janyan go na nemapofefi a go tlategam le gotnya mathelo a rona lea batho ba re baratantata mkehien mogaejjo kemhe ke ntle baupi le baepeditele ba diperakeng ba tlolofetswe gonnateng ka namana kwa diplopitlon tsa manokoza bonan
36,5,30.0,gonna teng fa bona o hante go le botlhopothatan i bile tsene ke kebete einteng me malepo ba boonang mogaitso baruti ke bangwe ba bato ba ntla go latolelwa ka monwe wa putego ya bonang ne moragoga wa mognatapidin moruti le baekadipele ba bangwe ba e ke nalen palinpega trlopitlon ka napon ya perlopitlo le morago ga terlopi tshon nega femo hikagana ba nna mo kotinya go thatega
36,6,30.0,anantsa korikwintin goba malapabua na ga mmogo ye go bato ba ba amanang le bona kgape go na le matshofeti a go tlopafanya moragoga go thhaepega magaetso itibianya gore ona go na le baruti ba lebantsi ba ba tlokafepinkantla ya korikuintin i didbifemo himlile di di tamorago thofiamman mo dikireken ye mo bageny bale bankun gonne go bana morutio mongwe gapen go tale baaka nne g otlhoka oitig
36,7,30.0,felo fe tekoibimo fa dintsho kgafitlitifela mashohepi a go tshodiwa gotla go tlopafala ka ntla ya kohid n le tsediditsako goreng go nne le tlhokego ya baripi go ka pameta dplopitson le go fana tapotholofo ya fe moya go bakirelikinnec d dc ye dipego tsa goren dipereke dilodile baruki le ba itaipele ba rnyautikanta ya kobik landin goranla lefahn hekai ke dipego ta gore
36,8,30.0,kwadagenya inbian ke rek ya katudi i ileyatlhokafalelwa ke baruti ba lebetsumo lebolong mo malating a l banyi nne ke banwe ba baruti ba lemahmama biki ba ba tlhokafepin ka gibi ya moranan mo moagal go ihlilegape gore go tlhkafepe baruti le ba ekelbipele ba le bagula mararunc ba ma iki mo lemonga kbikik gone y kwalagenya udieyana dikego te dinyeka ghren kwanagenya myanmamot kegeya jentotta
36,9,30.0,baruti ba kanna mafmamaratarontl gotsa mo diperekeng te di farganeng me di kgwebindelekkaaron e le mmare ga heregong le phukwimo wagan nne dimologaeng go thepe go birileka go tlkafala ga barutin le bakesikele kwa diperekeng kantla ya kok kine to go tepilete gore le fa gona baruting le ba penpile kwo dipirekeng ba faatlhwanen ye baidi ba jeri ba dipirene ke di tlokagalan thatau
36,10,30.0,kibinen le go laolapanamoy kobid  ba tlhoepegan le go tlokafana kafielo fotka go din ibiile fa banyelanya ka dipelo tsa kereten gabapare diaparo tsa go itireleka gatlaneye kobid  bia ka go dimega ka baberibokite ka ninon mogaetohenede khaka ragann ka r napo dirkganagalang ne rotlen go a ka reetale bona bariti le bapeipde po ditrkeng retwanete gofa maikarabena a  thireletsa
36,11,30.0,ne gohiresa batho ba bano tgakalle so thatega kgota go tlhokafala kantla ya koyid  mo botlhokwa go bira tedinatenang bona moonte wa kolid n ka bonaboje bogantgalang fa netalagagolihithinin barute lebadelipini ba riperaken ba thone ke gor sala mora go le labanay lago an mo ga kobekmanten fa ba fametsa ditrphithon nne baphantse goefoga go dutlangaka diatlangape bad
36,12,30.0,kithibatahfatlego satsiban kolenolinka knyakotuitseng go tlhokwa gore ba hitshwa resifatlego ne ba ka tloganye ka thanelo pa knyakotukeng fa ba lwala ba hepirena apatkatatsokafalekeng po gobe jang fa baitemoselamathao a kohed anklen ba ba dibedipepo ka ga fa ba temogela mathao a kobetmanklen e go ithaola fa baphetege ileng kota fa ba nnille le kangamo le moto eale go le le le kan
36,13,30.0,kamaano lemotlo yatlhwaditwenke kodikpin mogaeto a re dibenka thataagofileeta baruti le bakeldipelele ba dikiretitsa rouanan kabialomagaetokolapen kanlapele ho bedifaheo ta fategon o jibinpolemolemon ka pamapego fa mekelehfepa neputwane yahmamabikingotad atpnaditwapitje ko nanetaagin o katoganyeye bapadidimnabon jinega nakhepya lon ya  lemogahe lede i dileele kahentan
