Episode Number,Chunk Number,Duration (seconds),Transcription,transcription,
28,11,30,tmogaetsitlhokomolotse tshrimset efofagetsen le maaka aka ga me ento ya kowid  mo mofakatlatleng a bitapaliso a jaka faebook instakram letudar nne bogolosegolong itlhokomolose batho ba ba dipoedi botlhar ba ba faitio go tlhompaditshetuota batho ba baong petseto eemaleba ya go bona moento ka na koefiamin itsibanya gore sene ke mpho ee gaisang ko  kaenyeananang go dikukumanetsa gako,"1. tmogaetsitlhokomolotse tshrimset efofa
2. getsen le maaka aka ga me ento ya kowid  mo mofakatlatleng a bitapaliso a jaka faebook in
3. stakram letudar nne bogolosegolong itlhokomolose batho ba ba dipoedi botlhar ba ba faitio go tlhompaditshetuo
4. ta batho ba baong petseto eemaleba ya go bona moento ka na koe
5. fiamin itsibanya gore sene ke mpho ee gaisang ko  kaenyeananang go dikukumanetsa gako","1. The mother-in-law ignores the fly
2. getsen le maaka aka ga ma ento ya kowid in mofakatlatleng bitapalisos jaka faebook in
3. Stay calm and ignore the people who complain about the election.
4. For people who have a problem with the vaccine, I can't see it
5. Make sure that this is a gift that is worth sharing"
28,12,30,gonne ka boentiwag o tlabo bolokastabasa ithun mna go batho ba baentleng kareng semme  kgopo go batho ba ba saentiwang sebatlheng ka dipuo gone seo gasi tsela e maleba ya go boloka boipikananjesejhabang batho ba ba sarwalentisireta thatle goko ba ba fabatleng entiwan a tlhokathedimtlepo ee maleebang bontijabone boatlhoga fena jaakamanlemang ne fareka banye,"1. gonne ka boentiwag o tlabo bolokastabasa ithun mna go batho ba baentleng kareng semme
2. kgopo go batho ba ba saentiwang sebatlheng ka dipuo gone seo gasi tsela e maleba ya go boloka boipikananjesejhabang
3. batho ba ba sarwale
4. ntisireta thatle goko ba ba fabatleng entiwan a tlhokathedimtlepo ee malee
5. bang bontijabone boatlhoga fena jaakamanle
6. mang ne fareka banye","1. because you will surely save yourself from the people who are inside the house
2. It's bad for people who are signed in languages, that's not the right way to keep the promise.
3. People are sorry
4. Protect me from those who are in need of these services
5. Some of them are judged like before
6. who was forking others"
28,13,30,nathegeto le trseto e maleban re ka bona thoragelo en boitigan kwa marelong a  entaun kajalo sibafelelen pelong le letlele goba rukweta gol entanmogaityopellapele go birisatsitser ta fatlegong mtibionkole molon tlhapamatogo kannete lehfepa mettwane mamabebi kgota risa hebladjyapihe hnanle taagen oo katogane lebaotadilennabong kya leboga ke le bognyater tlena amdi,"1. nathegeto le trseto e maleban re ka bona thoragelo en boitigan kwa marelong a  entaun kajalo
2. sibafelelen pelong le letlele goba rukweta gol entanmogaityopellapele go birisatsitser ta fatlegong
3. mtibionkole molon tlhapamatogo kannete lehfepa mettwane mamabebi kgota risa hebladjya
4. pihe hnanle
5. taa
6. gen oo katogane lebaotadilennabong kya
7. leboga ke le bognyater tlena amdi","1. We can see a lot of progress in the construction of such buildings.
2. Don't do it with a good heart or a heart attack
3. mtibionkole molon thalpamatogo really lehhepa mettwane mamabebi kota risa hebladjya
4. cook well
5
6. gen oo totogane lebaotadilennabong kya
7. Thank you for coming"
28,14,30,lkin kago leboga eman ne kere balba ha tak fo eman e ke re ketha ki tlefo ta malat diaana a di bekerkanapen emwon hne ketlaboagapilokwedisetlang faelemogare ke relefa lensentle litlknenynkemakutets kaneboenne kelewena e dok nkatsa malati mosela lete katsamalatsi to ale kamn twalebogatlokotyoletsentlenenenala maleta bikhutsa monahatemn,"1. lkin kago leboga eman ne kere balba ha tak fo eman e ke re ketha ki tlefo ta malat diaana a
2. di bekerkanapen emwon hne ketlaboagapilokwedisetlang faelemogare ke relefa lensentle litlkneny
3. nkemakutets kaneboe
4. nne kelewena e dok nkatsa malati mosela lete katsamalatsi to ale kamn twale
5. bogatlokotyoletsentlenenenala maleta bikhutsa monahatemn","1. But because I am grateful to you, I do not care if you do not want me to pay for you.
2. di bekerkanapen emwon hne ketlaobaagapilokwestelang file while I relefa lensente litkneny
3. nkemakutets kaneboe
4. If you don't listen to me, I will wait for you to come back to me
5. The perpetrators are silent"
28,15,3.76,keeeeknearra lebooe autage,"1. ke
2. eeeknearra lebooe autage","1. i
2. eeeknearra north autage"
29,1,30,o rreditse kgatiso ya motlwedil fm konka mo ka moso kwa tshimolegomfela da o ka retlhalosetsa botlhokwa jwa go bona mo ento kgatlanole mo gare wa kowetad oa the part wikd  e e enfefesje o gateletje gore e moyantle o botlokakudu  ejali u wa mogatlhwa e eta,"1. o rreditse kgatiso ya motlwedil fm konka mo ka moso kwa tshimolegomfela da o ka retlhalosetsa botlhokwa jwa go bona
2. mo ento kgatlanole
3. mo gare wa kowetad oa the part wikd  e e enfefesje o gateletje gore e moyantle o botlokakudu
4. ejali u wa mogatlhwa e eta","1. you have planned the publication of the fm konka in the future at the beginning if you can explain to us the importance of seeing
2. Mo ento khatlanole
3. in the middle of the part of the wikd, blow it up and press it so that it is good and strong
4. As long as you are of the same age, it is traveling"
29,2,30,anina kohid nen dikhod o reprisenthe la hosebe r ka raba lefa sie infektion of  kohid nn end  botlokwa ba bona habo felle ka motho eseng indibiduale padi o di radekrethakutya e publik hor okhona  phathetha bathoblo ko renk lgalabago na go krafaindiko kof e malwetse a le gorentlabana leona a innifa freseno bua jaloka malwetse,"1. anina kohid nen dikhod o reprisenthe la hosebe r ka raba lefa sie infektion of  kohi
2. d nn end  botlokwa ba bona habo felle ka motho eseng indibiduale padi o di radekrethakutya
3. e publik hor okhona  phathetha bathoblo ko renk lgalabago
4. na go krafa
5. indiko kof e malwetse a le gorentlabana leona a innifa
6. freseno bua jaloka malwetse","1. anina kohid nen dikhod o representative la hosebe r ka raba lefa sie infektion of kohi
2. d nn end their importance is all about a person and not an individual.
3. e publik hor okhona phathetha batoblo ko renk lgalabago
4. is it karafa?
5. Indiko kof e diseases of the same age and innifa
6. freseno speak like diseases"
29,3,30,der lebellefelajalo bathwabanale malwetse a tseneletseng kanamalwetse a lerure khronik illness go a go botlhale ibile a go a letlelesega gore ba ba tsa mai ba tswele bae go bona momoento o kgatlhano le mogare wa kowid oro batshobana le khronik umnes wateba khronik unesti et e di hapatenhefee o ebe khronik em,"1. der lebellefelajalo
2. bathwabanale
3. malwetse a tseneletseng kanamalwetse a lerure khronik illness go a go botlhale ibile a go a letlelesega gore ba ba tsa mai
4. ba tswele bae go bona momoento o kgatlhano le mogare wa kowid oro batshobana le khronik umnes wateba khronik une
5. sti et e di hapatenhefee
6. o ebe khronik em","1. der expectation
2. thieves
3. Chronic illnesses or chronic illnesses that are common and can be attributed to maternal
4. let them go to see the meeting with the kowid center that they are dealing with chronically umnes wateba chronically une
5. sti et e hapatenhefee
6. he chronicled it"
29,4,30,idisuses or bodabitis o bohad kondition e reba re ba dunela gorba ya bo bakinetua bikhose risk ya bona ya gopreya esabie fomofi infektion ya kobek ehai end e spip di bona lokormba bababa baba endapain hospitls ko di isiuc eso riaba re badumela gore baeba go bahanida infektuii ino re re akatela gore bae be bona baembo bathnitwa,"1. idisuses or bodabitis o bohad kondition e reba re ba dunela gorba ya bo bakinetua bikho
2. se risk ya bona ya gopreya
3. esabie fomofi infektion ya kobek ehai end e spip di bona lokormba bababa baba endapain
4. hospitls ko di isiuc eso riaba re badumela gore baeba go bahanida infektuii ino re re aka
5. tela gore bae be bona baembo bathnitwa","1. idisuses or bodabitis o bohad kondition e reba we dunera gorba of bo bakinetua bikho
2. What is their risk of goingpreya
3. esabie fomofi infection ya kobek ehai end e spip di see lokormba bababa baba endapain
4. Hospitals are not ready for us to believe that they are treating us with this infection.
5. Give up so that they can see their friends"
29,5,30,ynon a retote a re lebelele baba ba naleng malwetse a farloganeng a dipelo gore kowid ae kot tatalo moo mothong o nalemboletsijwa pelo le gore a gosiriletsegile go sa kgatalsgore ke mofuta ofeng wa bothata jwa pelokanaboletsi jwa pelo bonalembone gore o tsa mae o go bona mo entwaang ald di petient jat aljbababa bana le kadek problemsm e ne form of kadek problems ba na le heresk ya go krea dat fa,"1. ynon a retote a re lebelele baba ba naleng malwetse a farloganeng a dipelo gore kowid ae kot tatalo moo mothong o nale
2. mboletsijwa pelo le gore a gosiriletsegile go sa kgatalsgore ke mofuta ofeng wa bothata jwa pelokanaboletsi jwa pelo
3. bonalembone gore o tsa mae o go bona mo entwaang ald di petient jat aljbababa bana le kade
4. k problemsm e ne form of kadek problems ba na le heresk ya go krea dat fa","1. Let's take care of those who have various heart diseases so that kowid can spread where the person has it.
2. Have a heart attack and that it has been shown that it does not matter what type of heart problem it is.
3. see if you are laying eggs and see how you are vaccinated ald di petient jat aljbababa bana le kade
4. k problemsm e ne form of kadek problems they have heresk to create dat fa"
29,6,30,infektion ya kowid n an thes adot beri henthitlwale gorembatlo endapa kodi ise and probable e bentlae bekos of di komplikations tje le gorentlabe ditlhagalela tja kohid so ke bona le gorentraba e tgefheleja gorbae bo bakimeta dikhost res k ya bona ya sa sie infektion ya kohid matmo hai e tan  e maina faideheta detket from kohid een haith e brubedi indajenera populetion aton,"1. infektion ya kowid n an thes adot beri henthitlwale
2. gorembatlo endapa kodi ise and probable e bentlae bekos of di komplikations tje le gore
3. ntlabe ditlhagalela tja kohid so ke bona le gorentraba e tgefheleja gorbae bo bakimeta dikho
4. st res k ya bona ya sa sie infektion ya kohid matmo hai e tan  e maina faideheta
5. detket from kohid een haith e brubedi indajenera populetion aton","1. infektion ya kowid n an thes adot beri henthitlwale
2. gorembatlo endapa kodi ise and probable e bentlae bekos of complications now and that
3. I will look at the kohid so that I can see that the trap is catching the fish and the spiders.
4. Their st res k that does not leave infection of kohid matmo hai e tan e namea faideheta
5. detket from kohid een haith e brubedi indajenera populetion aton"
29,7,30,aka dikria dimaina fatihasele gorentabedithela dikhotsof injektonybona moretsekolapen re gonala thonomogos red e otlo botse engakaerona dibotsotse dimalepae dok a relebele jaanong ditla morago gao fetsa go gob naa emo entwagag o na lebolwetsikana onale mathata a pelo didisaedifek tsa tengekitse difeng mothwakadilemo ga jan e bilaka dilemo ga moragatsepakase sky,"1. aka dikria dimaina fatihasele gorentabedithela dikhotsof injektonybona moretsekolapen re gonala tho
2. nomogos red e otlo botse engakae
3. rona dibotsotse dimale
4. pae
5. dok a relebele jaanong ditla morago gao fetsa go gob naa emo entwagag o na lebolwetsikana onale
6. mathata a pelo didisaedifek tsa tenge
7. kitse difeng mothwakadilemo ga jan e bilaka dilemo ga moragatsepakase sky","1. aka dikria dimaina fatihasele gorentabeditha tikotsof injektony see the researcher we are able to tho
2. How good is nomogos red?
3. We asked the language
4. pie
5. Don't look at it now, it will come after you are done with it.
6. Heart problems are side effects
7. Know how old you are in the sky"
29,8,30,foba tshwa le gorbana led  e khronik fektine amen khronik dihifiiaya tjapelo dihad kondition bana le te sere hehensidefekt wes enibodi inte jeneral population wethe bana le khronik o not and most of dhi fykefekt di di maena ew kolmina lokalysd e sadset kormola bao injektilengoro hu buga wa ba baredinyana ee wa bandule wa itlhanyana sod,"1. foba tshwa le gorbana led  e khronik fektine amen khronik dihifiiaya
2. tjapelo dihad kondition bana le te sere hehensidefekt wes enibodi inte jeneral population we
3. the bana le khronik o not and most of dhi fyke
4. fekt di di maena ew kolmina lokalysd e sadset kormola bao injektilengoro hu
5. buga wa ba baredinyana ee wa bandule wa itlhanyana sod","1. foba tshwa le gorbana led e kronik fektine amen kronik dihifiiaya
2. pray dihad kondition bana le te sere hehensidefekt wes enibodi inte jeneral population we
3. the children and chronicler not and most of dhi fyke
4. fekt di meena ew kolmina lokalysd e sadset kormola those injektilengoro hu
5. buga wa ba baredinina ee wa bandule wa itilhanyana sod"
29,9,30,ate sitifaad le bona ba tlodi eperienthan eseme saetifa e ji le gor ba tlodieperienthalak eni andapodedok kiaitse gore erebua ka mathatapelo mo tsatilagompenomee potsogotswa ko moretsin etsenen ka kwaneke ya gore balwetsi ba ka nke re bone ba banaleng malwetse a diphilokana dikhikni a le bone go siriletsegile le bone a disaedifekt tsa bone diatshwana ke tsetifen moo batho ba banaleng kanke,"1. ate sitifaad le bona ba tlodi eperienthan eseme saetifa e ji le gor ba tlodieperienthalak e
2. ni andapodedok kia
3. itse gore erebua ka mathatapelo mo tsatilago
4. mpenomee
5. potsogo
6. tswa ko moretsin etsenen ka kwaneke ya gore balwetsi ba ka nke re bone ba banaleng malwetse a diphilokana dikhikni a
7. le bone go siriletsegile le bone a disaedifekt tsa bone diatshwana ke tsetifen moo batho ba banaleng kanke","1. ate sitifaad also tlodi eperienthan eseme saetifa e ji and gor tlodieperienthalak e
2. ni andapodedok kia
3. know that there is talk of hardship in the future
4. name me
5. greetings
6. Get out of the way so that the patients can see those who have diseases of the lungs and the kidneys.
7. It is safe for them, and their products are similar to a hospital where people are like me."
29,10,30,a katlt go re kimofutofengwakensa lebadikhinni poblefobatshba ka nkera gantsi reba ba rebamo gona kor ba khonsartelidi onkholodi tja bonapele bikhohaker fa moo khimotherapi nabong beemood khimotherapi e di khrisa imin sesten soo gantsi batsh ba kentsa rbabotswa gore no kooen khonfalt ley onkholejist yao e be yena alfan e ekoahed orokho nokobakhineta bikhose thos ahasieli iminokhompromise patient,"1. a
2. katlt go re kimofutofengwakensa lebadikhinni poblefobatshba ka nkera gantsi reba ba re
3. bamo gona kor ba khonsartelidi onkholodi tja bonapele bikhohaker fa moo khimotherapi nabong be
4. emood khimotherapi e di khrisa imin sesten soo gantsi batsh ba kentsa rbabotswa gore no kooen
5. khonfa
6. lt ley onkholejist yao e be yena alfan e ekoahed orokho nokobakhineta bikhose thos a
7. hasieli iminokhompromise patient","1. a
2. When I say kimofutofengwakensa lebadikhinni polefobatshba I take me often reba say
3. there are some oncologist doctors who have chemotherapy
4. emood chemotherapy is very effective, so young people often complain that no
5. mushroom
6. lt ley onkolejist yao be he alfan ekoahed orokho nokobakhineta bikhose thos a
7. hasieli iminocompromise patient"
29,11,30,ene ee ratba gore dibaktin espesialitje dinjelor diya life dinaldikhontra indikation moo asie iminsapration batshwa lobar ba mokhimoherapiorajihrat tsobmae adbas d gorba ye bokhotharka didonkolojist o didokta tja bona gore algono goafa epinkhato haf e lorbagona bo bato botso engwekiye malobaba kopa okhe lebo kopa o mpuretshe dafoo emalobababatitse tjekenekeke,"1. ene ee ratba gore dibaktin espesialitje dinjelor diya life dinaldikhontra indikation moo asi
2. e
3. iminsapration batshwa lobar ba mokhimoherapiorajihrat tsobmae adbas d gorba ye bokho
4. tharka didonkolojist o didokta tja bona gore algo
5. no goafa
6. epinkhato haf e lorbagona bo bato botso engwekiye malobaba kopa okhe lebo kopa o mpuretshe dafoo
7. emalobababatitse tjekenekeke","1. He wants to know what dibaktin espesialitje dinjelor diya dinaldikhontra indication where asi
2. Yes
3. iminsapration young people lobar ba mokhimoherapiorajhirat tsobmae adbas d gorba ye bokho
4. Ask the oncologist or the doctors to see if there is anything wrong
5. no shame
6. Epinkhato haf e lorbagona bo bato engwekiye malobaba please oke or please turn me away
7. emalobababatitse tjenekeke"
29,12,30,malobaba mpusitse gaki nikalekire ka go baksineta kepeba mpotsa dipotso tse mmalwa kepeke ba tlhalosetsa gore kenale mathata a pelo gaese galeki ile mathata a wa kenale eten mants ketshelaka mathata apeloe ba ne ba mputsa gabamphamabaka gore ba mpusetsang ga go ntseanakidi ea nomo le batlapa a ke re basanswagotabusibatse ba dikhoo emobititaagago yne ba gona bopuhisa gore,"1. malobaba mpusitse gaki nikale
2. kire ka go baksineta kepeba mpotsa dipotso tse mmalwa kepeke
3. ba tlhalosetsa gore kenale mathata a pelo gaese galeki ile mathata a wa kenale eten mants ketshelaka mathata apeloe
4. ba ne ba mputsa gabamphamabaka gore ba mpusetsang ga go ntseanakidi ea nomo le batlapa a ke re basanswago
5. tabusibatse ba dikhoo emobititaagago
6. yne ba gona bopuhisa gore","1. malobaba give me back gaki nikale
2. I'm going to film Kepeba and ask me a few questions Kepeba
3. They explain that problems of the heart come in, but not when the problems come in, and many times the problems are solved.
4. they rewarded me wrongly because those who paid me back did not know the name of the family and the families that I called
5. Tabusabatse of the goats emobititaagago
6. They are there to answer that"
29,13,30,ana dikhontlhol tsina go a dikhontlold and ya ka gore bona ba ba ba bonajwang difobababid ba ba m bakana barmoone barnon ya kunga e le aatifi aenrdet o r ahetifi bood halth  rethetlo or ke e khollektion ya ebidense ya gore iefli a studis ona le malweji am iten sobat e  le enfitha deinoore ke motholo na le hadkondition ne sofod samthans,"1. ana dikhontlhol tsina go a dikhontlold and ya ka gore bona ba ba ba bonajwang difobababid ba ba m bakana
2. barmoone barnon ya kunga e le aatifi aenrdet o r ahetifi bood halth  rethetlo or ke
3. e khollektion ya ebidense ya gore iefli a studis ona le malweji am iten sobat e
4. le enfitha deinoore ke motholo na le hadkondition ne sofod samthans","1. These are the new rules for the rules and I think that those who are being abused are friends
2. barmoone barnon ya kunga e le aatifi aenrdet o r ahetifi bood halth rethetlo or ke
3. It is a collection of evidence that even these studies and malweji am iten sobat e
4. le enfitha deinoore ke motholo na le hadkondition ne sofod samthans"
29,14,30,noto gore ba butisa korabanyako baneta orre ba bona gore o na lehaerek emn ke gore ba gono gotse ba gore oo na le dikhroni dikhwat batlhwabangake ra bago aba ee haba ditloufi  sa modes konditn re bafikhanyke ral ore mothotumothw len mo tlimofarathingoro feditjek arapimaabane a filethope dekkobakbet ene atbolele gore o o boboalemokhimofarapinyemtsofo so et anada we ya diha,"1. noto gore ba butisa korabanyako baneta orre ba bona gore o na lehaerek emn ke gore ba gono gotse ba gore
2. oo na le dikhroni dikhwat batlhwabangake
3. ra bago aba ee haba ditloufi  sa modes konditn re bafikhanyke
4. ral ore mothotumothw len mo tlimofarathingoro feditjek arapimaabane a filethope dekkoba
5. kbet ene atbolele gore o o boboalemokhimofarapinyemtsofo so et anada we ya diha","1. the point is that they show the truth when they see that you have a home, that is that they say
2. You have precious crowns
3. Let's get to those who don't want to spend money in the country
4. ral ore mototumothw len mo tlimofarthingoro feditjek arapimaabane a filethope dekkoba
5. If he tells you that he is old, he is too old to let his joy go"
29,15,30,ga retsallapele kakwano e dok relebellafelajalo gore bone bathobana le mmalwetse a pelo ga ba bona disitifak ba tshwanetswe go tshoga leng kanaba tshwanetsigwa go boela le go bonanga ka bone leng ga ba fetsa go wakine dabedist dtla ka gongwe dinadintsi ditsenelela o tshwanetse go tshogalenggotothwantse go boela lengakenggagatoeee keotnoaintiwa alele,"1. ga retsallapele kakwano e dok relebellafelajalo
2. gore bone bathobana le mmalwetse a pelo ga ba bona disitifa
3. k ba tshwanetswe go tshoga leng kanaba tshwanetsigwa go boela le go bonanga ka bone leng ga ba fetsa go wakine dabedist d
4. tla ka gongwe dinadintsi ditsenelela o tshwanetse go tshogalenggo
5. tothwantse go boela lengakenggagatoeee
6. keotnoaintiwa alele","1. It is not a long-term relationship
2. that they see people with heart disease do not see the stairs
3. When should they be scared or when should they return and see each other when they finish waxing dabedist d
4. If there are many obstacles, you must be careful
5. It's time to go back again
6. keotnoaintiwa allele"
29,16,30,tifet tjeba gofang tlona le tje ba go bojangore re o ke rea sitifet e e etla retloo e retleretleretle rerere re go lebelleko tlinkinge nna ma adwasamnode klinisan ma adwaad e o fila gore setife e e longa ka nomal msasiakannomal o ye botlmkimaelego bonafkaletalaga e tik e fedao sa tshwereki fia fo omo ti or o fa tshwereke,"1. tifet tjeba gofang tlona le tje ba go bojangore re o ke rea sitifet e e etla re
2. tloo e retleretleretle rerere re go lebelleko tlinkinge nna ma adwasamnode klinisan
3. ma adwaad e o fila gore setife e e longa ka nomal msasiakannomal o ye botlmkima
4. elego
5. bonafkaletalaga e tik e fedao sa tshwereki fia
6. fo omo ti or o fa tshwereke","1. Tifet tjeba why we come and what we are doing in the past
2. Come back and forth, we are waiting for you at the clinic.
3. ma adwaad gives you that the steef is bitten by nomal msasiakannomal go botlmkima
4
5. bonafkaletalaga e tik e fedao sa shwereki fia
6. fo omo ti or o fa shureke"
29,17,30,dko amos ttthwik eya oo ya o yekok ngakemohtlhe wabojooro se fatefe a an kamfotebola gake dikitbut enke kreely wain so ta bekanhalpy bikhos a ke re samthamhikanakare go tshwereke hedek e f aka ralo tlimiki talaka batho a ded faoc y lorda ankamfortable ene di molishtinyelo gore ba go file yona e gore oelebelela gor difadifekek di tlhaga tin fo he hawars o thr beysh dawn der line,"1. dko amos ttthwik eya oo ya o yekok ngakemohtlhe wabojooro se fatefe a an
2. kamfotebola gake dikitbut enke kreely wain so ta bekanhalpy bikhos a ke re
3. samthamhikanakare go tshwereke
4. hedek e f aka ralo tlimiki talaka batho a ded faoc y lorda ankamfortable ene di mo
5. lishtinyelo gore ba go file yona e gore oelebelela gor difadifekek di tlhaga tin fo he hawars o thr
6. beysh dawn der line","1. dko amos ttthwik eya oo ya o yekok ngakemohtle wabojooro se fatefe a an
2. kamfobetola gake dikitbut enke kreely wine so ta bekanhalpy bikhos a ke re
3. samthamhikanakare to be busy
4. hedek e faka ralo tlimiki talaka people a ded faoc y lorda ankamfortable ene di mo
5. If they gave it to you, you should watch out for the lights coming on.
6. beysh dawn der line"
29,18,30,hekannleniene dathamhefitlhaditsamae ee jentlio yo dtar oruehthe tlinitba bolelakatjoehebotsoya bofelo go tsakomoretsinyaree lebokopampoletse nakafoa mama o na tswa tliniking maloba me ngaka ya reepeloya ga ge gaepo madisentle ya nong karemotho o re jiketse areene ga sa tlhola a batla gwa go wakineta nek ke kopampoletsengaka gore a go kotsigotsago sia me atsamay,"1. hekannleniene dathamhefitlhaditsamae
2. ee jentlio yo dtar orue
3. hthe tlinitba bolelakatjoe
4. hebotsoya
5. bofelo go tsakomoretsinyaree lebokopampoletse nakafoa
6. mama o na tswa tliniking maloba me ngaka ya reepeloya
7. ga ge gaepo madisentle ya nong karemotho o re jiketse areene ga sa tlhola a batla gwa go wakineta nek ke
8. kopampoletsengaka gore a go kotsigo
9. tsago
10. sia me atsamay","1. hekanneliene dathamhefithladitsamae
2. yes the gentleman who dtar orue
3. What is the truth?
4. hebtosya
5. the end of tsakomoretsinyaree bobokopampolete nakafoa
6. Mom came out of the clinic early and the doctor called
7. If the good news of nong karemoth has turned us into an arena, he will no longer want to be honest with us.
8. I thought it was dangerous
9. my future
10. Leave me alone"
29,19,30,naeeb  la ntlha e waksinetion ke pesonal etijin ya go jwa mogo mama orewa wakineta goraga wakinete ene a bonbanonka faad base o ba defoldsatbork konditin ya mama he barafmadi ayapompe gabotki khondijinamohutamang gotlagilenge ad dhefe nihest dithekhen ke mama lengaka ya gaforon ngakae mo tlhalosetsoor ka mkhokoko bonang pes ate kolition ko enbatnedy o letwed o ake,"1. naeeb  la ntlha e waksinetion ke pesonal etijin ya go jwa mogo mama orewa wakineta goraga
2. wakinete ene a bonbanonka faad base o ba defoldsatbork konditin ya mama he barafmadi aya
3. pompe gabotki khondijinamohutamang gotlagilenge
4. ad dhefe nihest dithekhen ke mama lengaka ya gaforon ngakae
5. mo tlhalosetsoor ka mkhokoko bonang pes ate kolition ko enbatnedy o letwed o ake","1. The first naeeb waksinetion is a personal etijin of going to mogo mama orewa wakineta goraga
2. Wakinete a bonbanonka faad base is defoldsatbork mother's condition when these farmers
3. pump the condenser into the hot water
4. ad dhefe nihest dithekhen is the mother of the gaforon doctor
5. explain to him about the rooster see pes ate kolition ko enbatnedy o letwed o ake"
29,20,30,ore edisisin ya bona e tlabang anka fer mwanakarekwen ba kanit onot e ke hatodikhonditina heaben eament e mama ko ikhantreli e ke ke moadbse undataneeepilen ka solefela gore utlwile gore ka go ngwe gaokabua watsamagapele mamakwon kwo ngakeng lautlormathatakeng salaolobotsamamaengwaka gore e a mama kana go wakinata mmee kwa bukhutlhong dok a re lebellefelatjalo gore a go na le dilodingwe tse motho oona le mathatape,"1. ore edisisin ya bona e tlabang anka fer mwanakarekwen ba kanit onot e ke hatodikhonditina
2. heaben eament e mama ko ikhantreli e ke ke moadbse undataneeepilen ka solefela gore utlwile
3. gore ka go ngwe gaokabua watsamagapele mamakwon kwo ngakeng lautlormathatakeng salaolobotsamamaengwaka
4. gore e a mama kana go wakinata mmee
5. kwa bukhutlhong dok a re lebellefelatjalo
6. gore a go na le dilodingwe tse motho oona le mathatape","1. ore their edition that will be anka fer mwanakarekwen ba kanit onot e ke hatodikhonditina
2. heaben eament e mama ko ichantreli won't answer undataneeepilen for sure that he heard
3. that for some reason, I will go to the doctor in the middle of the day to see the doctor
4. that he is pregnant or waxing mother
5. In the book, he said the expectation
6. that there are things that the person has problems with"
29,21,30,o a ka didira kgotsa a sa tshonela go didira pele ga a ya gotsamo ento ka go rere e ensaethi lebelfiye ko fas ge motlhwa yao waktinatan endee ui a neka information le go fitlha ko waktinatnkaitla letsola a idi di kwesion botyisa gores ehihake ke bonang nna ke na le n t tfo wat e mepe hnthuhi ee e nen pa botlhalofeji baet,"1. o a ka didira kgotsa a sa tshonela go didira pele ga a ya gotsamo ento ka go rere e ensaethi lebel
2. fiye ko fas ge motlhwa yao waktinatan endee
3. ui a neka information le go fitlha ko waktinatnkaitla letsola a idi di kwesion botyisa gores ehi
4. hake
5. ke bonang nna ke na le n t tfo wat e mepe hnthuhi ee e nen pa botlhalofeji baet","1. He may or may not be able to work before he goes to get the job done by planning it carefully.
2. fiye ko fas ge mothwa yao waktinatan endee
3. You give information and until the time you leave, ask questions and ask questions.
4. hake
5. I see that I have a bad attitude."
29,22,30,bejeani lewena gore batlhalastsogoro o stabaledi e ensaythile bikhoth batho bantsi efhoblebere bonang ke ensaythileba bkhtshabago no bo ndastandego wat ematehtin aftertad di kofilajwan end le disosial media ba unobadihe e e olooa endkramotharno ee fila hedeked mistatrntenek infor dtohakofala dikhot mammang mammang otokahet e kintholahorrel e amyo taf weth informesheni and e be ephersonal,"1. bejeani lewena gore batlhalastsogoro o stabaledi e ensaythile bikhoth batho bantsi efhoblebere bonang ke
2. ensaythileba bkhtshabago
3. no bo ndastandego
4. wat ematehtin aftertad di kofilajwan end le disosial media ba unobadihe e e olooa
5. endkramotharno ee fila hedeked mistatrntenek infor dtohakofala dikhot mam
6. mang mammang otokahet e kintholahorrel e amyo taf weth informesheni and e be ephersonal","1. Bejeani you that the people who have been elected have been elected by many people.
2. Ensaythileba bkhtshabago
3. no bo ndastandego
4. wat ematehtin aftertad di kofilajwan end le disosial media ba unobadihe e looloo
5. endkramotharno ee fila hedeked mistatrntenek infor dtohakofala dikhot mam
6. Mang mammang otokahet e kintholahorrel e amyo taf weth information and be epersonal"
29,23,30,datthek enebelehorhelor mothwadi khonik elnauf de he thetuao dtha reulalithekiy medipetan reulali enwa nkud haw ya bofelookomoretsinpotso enngwe e arekii e lapologang ene aree ehelebok pao botsenakafoa gore ya nong gaketsa ya khronik medikation e bena letsatsila goreketsa maeke go enta a go sia me goreketsa maekenule khronik medikation wa ka ago,"1. datthek enebelehorhelor mothwadi khonik elnauf de he thetuao dtha reulalithe
2. kiy medipetan reulali enwa nkud haw ya bofelookomoretsinpotso enngwe e arekii e lapologang
3. ene aree ehelebok pao botsenakafoa
4. gore ya nong gaketsa ya khronik medikation e bena letsatsila goreketsa maeke go enta a go sia me goreketsa maeken
5. ule khronik medikation wa ka ago","1. datthek enebelehorhelor mothwadi khonik elnauf de he thetuao dtha reulalithe
2. This is the last time I read this review, and I have another review that is refreshing.
3. ene aree ehelebok pao botsenakafoa
4. For those who are taking chronic medication, it is necessary to use the medicine to stop the injection.
5. Listen to your chronic medication"
